Sutarties sudarymo data;Perkanèioji Institucija;Pirkinys yra: prekës, paslaugos, darbai1;Pirkinio pavadinimas (Pavadinimas pagal BVPÞ kodà þodþiais);Matavimo vienetai;Kiekis;Sutarties vertë (Eur) su PVM (þodþiu sudarytos sutarties atveju-  sàskaitoje faktûroje ar kt  mokëjimo dokumente nurodyta vertë (Eur) su PVM);Pirkimo bûdas2;Laimëjusio dalyvio pavadinimas;BVPÞ kodas(Skaièiais);Sutarties ásipareigojimø dalis, kuriai laimëtojas ketina pasitelkti treèiuosius asmenis kaip subrangovus, subtiekëjus ar subtiekëjus
2016.02.19;L/d “Þiogelis”;Prekës;Baldai;Vnt;2,00;580,00;AÞ;UAB „Vaiberta“;39100000-3;
2016.03.04;L/d “Þiogelis”;Prekës;Biuro popierius;Vnt;64,00;177,31;KITA;UAB „Officeday“;30190000-7;
2016.03.04;L/d “Þiogelis”;Prekës;Higieninis popierius;Vnt;8000,00;269,07;KITA;UAB „Koslita“;33700000-7;
2016.03.07;L/d “Þiogelis”;Prekës;Elektros prekës;Vnt;56,00;56,75;KITA;UAB „Reavita“;31000000-6;
2016.03.03;L/d “Þiogelis”;Prekës;Santechnikos prekës;Vnt;4,00;124,00;AÞ;UAB „Sireda“;44000000-0;
2016.03.07;L/d “Þiogelis”;Prekës;Marðrutizatorius;Vnt;1,00;34,75;AÞ;UAB „Splius“;30200000-1;
2016.03.07;L/d “Þiogelis”;Prekës;Interneto ávedimas;Vnt;1,00;66,12;AÞ;UAB „Splius“;72000000-5;
2016.03.18;L/d “Þiogelis”;Prekës;Kompiuterio dalys;Vnt;7,00;344,00;AÞ;UAB D&G Kompiuteriai“;30200000-1;
2016.03.18;L/d “Þiogelis”;Prekës;Telefonas;Vnt;1,00;23,00;AÞ;UAB D&G Kompiuteriai“;32500000-8;
2016.03.18;L/d “Þiogelis”;Prekës;Monitorius, klavaiatûra, pelë;Vnt;2,00;123,00;AÞ;UAB D&G Kompiuteriai“;30200000-1;
2016.03.23;L/d “Þiogelis”;Prekës;Seminaras;Vnt;1,00;25,00;AÞ;Ðiauliø universitetas;80590000-6;
2016.03.31;L/d “Þiogelis”;Prekës;Spaudos darbai;Vnt;1,00;46,29;AÞ; TÛB „Printë“;79800000-2;
2016.03.31;L/d “Þiogelis”;Prekës;Santechnikos prekës;Vnt;10,00;18,37;AÞ;UAB „Bocas ir KO“;44000000-0;
2016.04.01;L/d “Þiogelis”;Prekës;Spausdintuvo kaseèiø papildymas;Vnt;186,00;2228,31;AÞ;UAB „Eurikana“;50300000-8;
2016.04.01;L/d “Þiogelis”;Prekës;Transporto paslaugos;Vnt;1,00;210,00;AÞ;UAB „Kelioniø era“;63000000-9;
2016.04.05;L/d “Þiogelis”;Prekës;Transporto paslaugos;Vnt;1,00;90,00;AÞ;Ðiauliø m. sav. Ðvietimo centras;63000000-9;
2016.04.05;L/d “Þiogelis”;Prekës;Statybinës prekës;Vnt;45,00;243,95;AÞ;UAB „Mimeta“;44190000-8;
2016.04.05;L/d “Þiogelis”;Prekës;Cheminës, buitinës prekës;Vnt;62,00;130,18;AÞ;UAB „Ðiauliø lyra“;39800000-0, 39220000-0;
2016.04.05;L/d “Þiogelis”;Prekës;Spaudos darbai;Vnt;1,00;13,20;AÞ; TÛB „Printë“;79800000-2;
2016.04.07;L/d “Þiogelis”;Prekës;Seminaras;Vnt;4,00;80,00;AÞ;L. Chankeviè;80590000-6;
2016.04.08;L/d “Þiogelis”;Prekës;Edukacinë veikla;Vnt;1,00;23,17;AÞ; Ðiauliø miesto kultûros centras;92000000-1;
2016.04.18;L/d “Þiogelis”;Prekës;Skalbimo paslaugos;Kg.;1020,00;671,10;KITA;UAB „Ðiauliø skalbykla“;98310000-9;
2016.04.16;L/d “Þiogelis”;Prekës;Balionai;Vnt;1,00;6,43;AÞ;UAB „Oranþinë reklama“;37000000-8;
2016.04.18;L/d “Þiogelis”;Prekës;Statybinës prekës;Vnt;3,00;5,44;AÞ;UAB „Ðiauliø lyra“;44190000-8;
2016.04.19;L/d “Þiogelis”;Prekës;Juodþemis;M³;8,00;96,80;AÞ;UAB „Tarukas“;03000000-1;
2016.04.21;L/d “Þiogelis”;Prekës;Cheminës priemonës;Vnt;42,00;106,89;AÞ;UAB „Maxima LT“;39800000-0;
2016.04.23;L/d “Þiogelis”;Prekës;Paðto paslaugos;Vnt;10,00;8,23;AÞ;AB Lietuvos paðtas;64000000-6;
2016.04.26;L/d “Þiogelis”;Prekës;Seminaras;Vnt;1,00;80,00;AÞ;UAB „SDG“;80590000-6;
2016.04.26;L/d “Þiogelis”;Prekës;Varþø matavimai;Vnt;1,00;42,35;AÞ;UAB „Ðaldytuvø remontas“;50711000-2;
2016.04.26;L/d “Þiogelis”;Prekës;Santechnikos prekës;Vnt;11,00;64,02;AÞ;UAB „Bocas ir KO“;44000000-0;
2016.04.26;L/d “Þiogelis”;Prekës;Seminaras;Vnt;3,00;60,00;AÞ;VÐÁ Mokykliø tobulinimo cntras;80590000-6;
2016.05.02;L/d “Þiogelis”;Prekës;Kanceliarinës prekës;Vnt;442,00;89,08;KITA;UAB „Charlot LT“;30190000-7;
2016.05.02;L/d “Þiogelis”;Prekës;Remonto paslaugos;Vnt;46,00;1150,00;AÞ; A. Jevtuðenka;50700000-2;
2016.05.02;L/d “Þiogelis”;Prekës;Sporto prekës;Vnt;3,00;135,40;AÞ;UAB „Gudragalvis“;37000000-8;
2016.05.02;L/d “Þiogelis”;Prekës;Seminaras;Vnt;15,00;150,00;AÞ;Ðiauliø miesto savivaldybës Ðvietimo centras;80590000-6;
2016.05.03;L/d “Þiogelis”;Prekës;Plaktuvas;Vnt;1,00;284,35;AÞ;UAB „Baltic master“;39700000-0;
2016.05.04;L/d “Þiogelis”;Prekës;Kanceliarinës prekës;Vnt;47,00;74,35;AÞ;UAB „Charlot LT“;30190000-7;
2016.05.04;L/d “Þiogelis”;Prekës;Antspaudai;Vnt;13,00;70,89;AÞ;UAB „Charlot LT“;30190000-7;
2016.05.05;L/d “Þiogelis”;Prekës;Stalo rinkinys;Vnt;1,00;59,69;AÞ;UAB „Officeday“;30190000-7;
2016.05.05;L/d “Þiogelis”;Prekës;Kanceliarinës prekës;Vnt;57,00;112,35;AÞ;UAB „Officeday“;30190000-7;
2016.05.13;L/d “Þiogelis”;Prekës;Kompiuterinës árangos priedai;Vnt;21,00;107,45;KITA;UAB „Reavita“;30200000-1;
2016.05.06;L/d “Þiogelis”;Prekës;Kasetës vandens;Vnt;2,00;26,00;AÞ;UAB „R.O. Optimalûs sprendimai“;44000000-0;
2016.05.06;L/d “Þiogelis”;Prekës;Puodai, dangèiai;Vnt;36,00;803,92;AÞ;UAB „Sanitex“;39220000-0;
2016.05.06;L/d “Þiogelis”;Prekës;Lekðtës;Vnt;406,00;439,90;AÞ;UAB „Sanitex“;39220000-0;
2016.05.06;L/d “Þiogelis”;Prekës;Padëkliukai;Vnt;27,00;102,58;AÞ;UAB „Vaiberta“;39220000-0;
2016.05.09;L/d “Þiogelis”;Prekës;Edukacinë veikla;Vnt;1,00;7,50;AÞ; Ðiauliø universitetas;92000000-1;
2016.05.10;L/d “Þiogelis”;Prekës;Santechnikos prekës;Vnt;55,00;238,67;AÞ;UAB „Celsis“;44000000-0;
2016.05.16;L/d “Þiogelis”;Prekës;Þaidimai;Vnt;56,00;217,87;AÞ;UAB „Nieko rimto“;37000000-8;
2016.05.16;L/d “Þiogelis”;Prekës;Knygos;Vnt;19,00;82,13;AÞ;UAB „Nieko rimto“;22000000-0;
2016.05.16;L/d “Þiogelis”;Prekës;Þaislai;Vnt;5,00;331,92;AÞ;UAB „Gudragalvis“;37000000-8;
2016.05.16;L/d “Þiogelis”;Prekës;Buitinës prekës;Vnt;1,00;1,91;AÞ;UAB „Ðiauliø lyra“;39220000-0;
2016.05.17;L/d “Þiogelis”;Prekës;Elektriniai árenginiai;Vnt;2,00;288,00;AÞ;UAB „Senukø prekybos centras“;39700000-0, 44500000-5;
2016.05.17;L/d “Þiogelis”;Prekës;Þemës ûkio áranga;Vnt;11,00;220,00;AÞ;UAB „Senukø prekybos centras“;03000000-1;
2016.05.18;L/d “Þiogelis”;Prekës;Paðto dëþutë;Vnt;1,00;13,52;AÞ;AB Lietuvos paðtas;44500000-5;
2016.05.18;L/d “Þiogelis”;Prekës;Svarstyklës;Vnt;5,00;23,60;AÞ;UAB „Senukø prekybos centras“;39220000-0;
2016.05.18;L/d “Þiogelis”;Prekës;Viryklë, plaktuvas, mikseris;Vnt;3,00;61,17;AÞ;UAB „Senukø prekybos centras“;39700000-0;
2016.05.18;L/d “Þiogelis”;Prekës;Virtuvës árankiai;Vnt;63,00;226,22;AÞ;UAB „Senukø prekybos centras“;39220000-0;
2016.05.20;L/d “Þiogelis”;Prekës;Þaidimai, þaislai;Vnt;32,00;467,65;AÞ;UAB „Janida“;37000000-8;
2016.05.20;L/d “Þiogelis”;Prekës;Vëjapjovës remontas;Vnt;1,00;19,00;AÞ; UAB „Dovalga“;50000000-5;
2016.05.23;L/d “Þiogelis”;Prekës;Edukacinë veikla;Vnt;1,00;15,00;AÞ; Ðiauliø universitetas;92000000-1;
2016.05.24;L/d “Þiogelis”;Prekës;Þaidimai, þaislai;Vnt;58,00;332,19;AÞ;UAB „Gudragalvis“;37000000-8;
2016.05.25;L/d “Þiogelis”;Prekës;Filtras, kasetë vandens;Vnt;2,00;119,00;AÞ;UAB „R.O. Optimalûs sprendimai“;44000000-0;
2016.05.30;L/d “Þiogelis”;Prekës;Þaidimai;Vnt;3,00;61,50;AÞ;K. Mickevièiaus leidykla „Briedis“;37000000-8;
2016.05.30;L/d “Þiogelis”;Prekës;Cheminës, buities prekës;Vnt;79,00;300,06;AÞ;UAB „Maxima LT“;39800000-0, 39220000-0;
2016.05.30;L/d “Þiogelis”;Prekës;Knygos;Vnt;52,00;594,75;AÞ;UAB „ALG Knygynai“;22000000-0;
2016.05.31;L/d “Þiogelis”;Prekës;Kvalifikacijos tobulinimas;Vnt;4,00;180,00;AÞ;VÐÁ „Vaiko labui“;80590000-6;
2016.06.06;L/d “Þiogelis”;Prekës;Benzinas;L;21,72;24,19;AÞ;UAB “Apsaga”;09132000-3;
2016.06.06;L/d “Þiogelis”;Prekës;Santechnikos prekës;Vnt;11,00;130,21;AÞ;UAB “Celsis”;44000000-0;
2016.06.09;L/d “Þiogelis”;Prekës;Cheminës priemonës;Vnt;1315,00;485,93;KITA;UAB “Koslita”;39800000-0;
2016.06.15;L/d “Þiogelis”;Prekës;Cheminës priemonës;Vnt;123,00;166,65;AÞ;UAB “Koslita”;39800000-0;
2016.06.17;L/d “Þiogelis”;Prekës;Laoratoriniai tyrimai;Vnt;8,00;31,21;AÞ;Nacionalinë visuomenës sveikatos prieþiûros laboratorija;71900000-7;
2016.06.17;L/d “Þiogelis”;Prekës;Asmens higienos prekës;Vnt;24,00;54,30;AÞ;UAB “Ðiauliø lyra”;33700000-7;
2016.06.21;L/d “Þiogelis”;Prekës;Biuro popierius;Vnt;50,00;142,18;KITA;UAB “Officeday”;30190000-7;
2016.06.21;L/d “Þiogelis”;Prekës;Statybinës prekës;Vnt;6,00;24,65;AÞ;UAB “Bocas” ir KO;44190000-8;
2016.06.28;L/d “Þiogelis”;Prekës;Sporto prekës;Vnt;7,00;100,00;AÞ;UAB “Gudragalvis”;37000000-8;
2016.06.29;L/d “Þiogelis”;Prekës;Spaudos darbai;Vnt;1,00;60,00;AÞ; TÛB „Printë“;79800000-2;
2016.07.04;L/d “Þiogelis”;Darbai;Tvoros demontavimo ir árengimo darbai;M;464,00;12994,60;NAR;UAB “Tvorø tiekimas”;45200000-9;
2016.07.05;L/d “Þiogelis”;Prekës;Laoratoriniai tyrimai;Vnt;1,00;9,59;AÞ;Nacionalinë visuomenës sveikatos prieþiûros laboratorija;71900000-7;
2016.07.07;L/d “Þiogelis”;Prekës;Ðildymo sistemos hidrauliniai bandymai;Vnt;2,00;96,80;AÞ;IÁ “Trys ketvirèiai”;50700000-2;
2016.07.12;L/d “Þiogelis”;Prekës;Kabelis;M;8,90;7,21;AÞ;UAB “Kesko Senukai Lithuania”;31000000-6;
2016.07.12;L/d “Þiogelis”;Prekës;Virtuvës árenginiai;Vnt;21,00;41,01;AÞ;UAB “Kesko Senukai Lithuania”;39220000-0;
2016.07.12;L/d “Þiogelis”;Prekës;Cheminës, buities prekës;Vnt;19,00;37,16;AÞ;UAB “Kesko Senukai Lithuania”;39800000-0, 39220000-0;
2016.07.12;L/d “Þiogelis”;Prekës;Buities prekës;Vnt;15,00;33,98;AÞ;UAB “Ðiauliø lyra”;39220000-0;
2016.07.15;L/d “Þiogelis”;Prekës;Statinio techninë apþiûra;Vnt;1,00;60,00;AÞ;V. Grinius;50700000-2;
2016.07.18;L/d “Þiogelis”;Prekës;Ðviestuvai;Vnt;10,00;147,06;AÞ;UAB “Kesko Senukai Lithuania”;31000000-6;
2016.07.18;L/d “Þiogelis”;Prekës;Vandens minkðtytojas;Vnt;1,00;72,60;AÞ;UAB “Baltic master”;44000000-0;
2016.07.18;L/d “Þiogelis”;Prekës;Statybinës prekës;Vnt;17,00;32,03;AÞ;UAB “Mimeta”;44190000-8;
2016.07.18;L/d “Þiogelis”;Prekës;Patalpø remontas;M2;185,00;1050,00;AÞ;A. Javtuðenka;50700000-2;
2016.01.07;Ðiauliø sanatorinë m-la;Prekës;Laikraðèiai;vnt.;1,00;86,00;AÞ;"UAB ,,Apskaitos ir audito þinios""";22210000-5;
2016.01.14;Ðiauliø sanatorinë m-la;Prekës;Kastuvai ir semtuvai, baldø dalys;vnt.;20,00;81,92;AÞ;"UAB ,,Ðiauliø Lyra""";44511100-6, 39157000-7;
2016.01.15;Ðiauliø sanatorinë m-la;Prekës;Natûrali guma ir lateksas bei panaðûs gaminiai;vnt.;1,00;30,41;AÞ;UAB ,,Nirlita;03116000-7;
2016.01.18;Ðiauliø sanatorinë m-la;Prekës;Sterilizacijos, dezinfekcijos ir higienos prietaisai;vnt.;58,00;137,18;AÞ;"UAB ,,Medtechnika""";33191000-5;
2016.01.20;Ðiauliø sanatorinë m-la;Prekës;Langai, durys ir susijæ gaminiai;vnt.;1,00;4,07;AÞ;"UAB ,,Ðiauliø Lyra""";44221000-5;
2016.01.25;Ðiauliø sanatorinë m-la;Prekës, D;Árenginiø remontas ir prieþiûra;vnt.;1,00;210,54;AÞ;"UAB ,,Ðaldytuvø remontas""";45259000-7;
2016.01.27;Ðiauliø sanatorinë m-la;Prekës ;Specialios paskirties elektros prekës;vnt.;87,00;28,98;AÞ;"UAB ,,Dogas""";42992000-6;
2016.02.01;Ðiauliø sanatorinë m-la;Prekës ;Klijai;vnt.;3,00;14,72;AÞ;"UAB ,,Ðiauliø Lyra""";24910000-6;
2016.02.02;Ðiauliø sanatorinë m-la;Prekës;Elektros skirstymo ir valdymo aparatûros dalys;vnt.;50,00;17,85;AÞ;"UAB ,,Dogas""";31230000-7;
2016.02.09;Ðiauliø sanatorinë m-la;Prekës;Spynos, raktai ir vyriai, árankiai ;vnt.;6,00;32,26;AÞ;"UAB ,,Jupojos Statybinës medþiagos""";44510000-8, 44520000-1;
2016.03.01;Ðiauliø sanatorinë m-la;Prekës;Þuvis, þuvies produktai;;;2920,00;SAK;"UAB ,,Vilguva""";15220000-6;
2016.02.03;Ðiauliø sanatorinë m-la;Prekës;"Galvaniniai elementai, 
Sanitariniai èiaupai, ventiliai";vnt.;3,00;6,42;AÞ;"UAB ,,Ðiauliø Lyra""";42131400-0 31410000-3;
2016.02.09;Ðiauliø sanatorinë m-la;Prekës;Specialios paskirties elektros prekës;vnt.;12,00;7,71;AÞ;"UAB ,,Dogas""";42992000-6 ;
2016.02.09;Ðiauliø sanatorinë m-la;Prekës;Sanitariniai èiaupai, ventiliai;vnt.;2,00;14,58;AÞ;"UAB ,,Jupojos Statybinës medþiagos""";42131400-0 ;
2016.02.09;Ðiauliø sanatorinë m-la;Prekës;Daþai;vnt.;2,00;10,91;AÞ;"UAB ,,Jupojos Statybinës medþiagos""";44810000-1;
2016.02.10;Ðiauliø sanatorinë m-la;Prekës;Segtuvai;vnt.;50,00;15,50;AÞ;"UAB ,,Blankø leidykla""";22851000-0;
2016.02.15;Ðiauliø sanatorinë m-la;Prekës;Medicinos árangos remonto ir prieþiûros paslaugos;vnt.;1,00;96,80;AÞ;"UAB ,,Dentoma""";50421000-2;
2016.02.15;Ðiauliø sanatorinë m-la;Prekës;Ávairûs rankiniai árankiai;vnt.;2,00;4,76;AÞ;"UAB ,,Ðiauliø Lyra""";44512000-2;
2016.02.15;Ðiauliø sanatorinë m-la;Prekës;Ávairûs rankiniai árankiai;vnt.;3,00;13,06;AÞ;"UAB ,,Makveþa""";44512000-2;
2016.02.17;Ðiauliø sanatorinë m-la;Prekës;Ávairûs medicinos prietaisai ir produktai;vnt.;27,00;148,93;AÞ;"UAB ,,Ðiauliø Medtechnika""";33190000-8;
2016.02.17;Ðiauliø sanatorinë m-la;Prekës;Ávairûs rankiniai árankiai;vnt.;1,00;17,38;AÞ;"UAB ,,Jupojos Statybinës medþiagos""";44512000-2;
2016.02.18;Ðiauliø sanatorinë m-la;Prekës;Daþai;vnt.;1,00;5,12;AÞ;"UAB ,,Jupojos Statybinës medþiagos""";44810000-1;
2016.02.18;Ðiauliø sanatorinë m-la;Prekës;Ávairûs rankiniai árankiai;vnt.;2,00;11,51;AÞ;"UAB ,,Jupojos Statybinës medþiagos""";44512000-2;
2016.02.18;Ðiauliø sanatorinë m-la;Prekës;Kitos ávairios statybinës medþiagos;vnt.;2,00;22,58;AÞ;"UAB ,,Jupojos Statybinës medþiagos""";44192000-2;
2016.02.19;Ðiauliø sanatorinë m-la;Prekës;Elektros varikliai;vnt.;1,00;35,01;AÞ;"UAB ,,Rimekna""";31110000-0;
2016.02.19;Ðiauliø sanatorinë m-la;Prekës ;Ávairios atsarginës dalys;vnt.;1,00;3,04;AÞ;"UAB ,,Deimena""";34913000-0;
2016.02.22;Ðiauliø sanatorinë m-la;Prekës ;Daþai;vnt.;3,00;24,18;AÞ;"UAB ,Ðiauliø Lyra""";44810000-1;
2016.02.22;Ðiauliø sanatorinë m-la;Prekës ;Vamzdþiø jungiamosios movos;vnt.;4,00;24,20;AÞ;"UAB ,,Skorpionas""";44163230-1;
2016.02.25;Ðiauliø sanatorinë m-la;Prekës ;Mastika, uþpildai, glaistas, polietileno maiðai ir maiðeliai ðiukðlëms bei atliekoms;vnt.;11,00;23,26;AÞ;"UAB ,,Ðiauliø Lyra""";44831000-4, 19640000-4;
2016.02.26;Ðiauliø sanatorinë m-la;Prekës;Metalo halogenatai, hipochloritai, chloratai ir perchloratai;vnt.;9,00;82,16;AÞ;"UAB ,,Koslita""";24312000-4;
2016.03.02;Ðiauliø sanatorinë m-la;Prekës;Profilaktinës prieþiûros paslaugos;vnt.;8,00;92,80;AÞ;Nacionalinë visuom.sveikatos laborat.;50324200-4;
2016.03.03;Ðiauliø sanatorinë m-la;Prekës;Èiaupai, ventiliai, voþtuvai ir panaðûs átaisai;vnt.;9,00;21,59;AÞ;"UAB ,,Jupojos Statybinës medþiagos""";42130000-9;
2016.03.03;Ðiauliø sanatorinë m-la;Prekës;Èiaupai, ventiliai, voþtuvai ir panaðûs átaisai;vnt.;12,00;26,19;AÞ;"UAB ,,System&Solutions""";42130000-9;
2016.03.07;Ðiauliø sanatorinë m-la;Prekës;Árankiai;vnt.;4,00;48,97;AÞ;"UAB ,,Jupojos Statybinës medþiagos""";44510000-8;
2016.03.07;Ðiauliø sanatorinë m-la;Prekës;Klijai;vnt.;4,00;12,25;AÞ;"UAB ,,Uoksas""";24910000-6;
2016.03.07;Ðiauliø sanatorinë m-la;Prekës;Medienos droþliø plokðtës;vnt.;5,00;13,03;AÞ;"UAB ,,Ermitaþas""";44191300-8;
2016.03.08;Ðiauliø sanatorinë m-la;Prekës;Bakteriologiniø tyrimø paslaugos;vnt.;9,00;58,38;AÞ;Nacionalinë visuom.sveikatos laborat.;85111820-4;
2016.03.16;Ðiauliø sanatorinë m-la;Prekës ;Klijai;vnt.;2,00;7,10;AÞ;"UAB ,,Uoksas""";24910000-6;
2016.03.16;Ðiauliø sanatorinë m-la;Prekës;Árankiai;vnt.;6,00;6,08;AÞ;"UAB ,,Jupojos Statybinës medþiagos""";44510000-8;
2016.03.21;Ðiauliø sanatorinë m-la;Prekës;Paslaugos, susijusios su medicinos atliekomis;vnt.;1,00;14,48;AÞ;VÐÁ Respublikinë Ðiauliø ligoninë;90524000-6;
2016.03.23;Ðiauliø sanatorinë m-la;Prekës;Ðlifavimo diskai;vnt.;10,00;8,88;AÞ;"UAB ,,Makveþa""";14811300-2;
2016.03.23;Ðiauliø sanatorinë m-la;Prekës;Krovininiø automobiliø, furgonø ir automobiliø atsarginës dalys;m2;0,85;18,51;AÞ;"UAB ,,Nirlita""";34330000-9;
2016.03.23;Ðiauliø sanatorinë m-la;Prekës;Krovininiø automobiliø, furgonø ir automobiliø atsarginës dalys;vnt.;5,00;33,60;AÞ;"UAB ,,Eoltas""";34330000-9;
2016.03.29;Ðiauliø sanatorinë m-la;Prekës;"Su transportu susijæs draudimas
";vnt.;2,00;106,64;NAR;"AB ,,Lietuvos draudimas""";66514100-7;
2016.03.30;Ðiauliø sanatorinë m-la;Prekës;Mechaninës atsarginës dalys, iðskyrus variklius ir jø dalis;vnt.;1,00;51,50;AÞ;"UAB ,,Eoltas""";34320000-6;
2016.03.30;Ðiauliø sanatorinë m-la;Prekës ;Popierius spausdintuvams;vnt.;1,00;72,60;SAK;"UAB ,,Officeday""";30197630-1;
2016.03.31;Ðiauliø sanatorinë m-la;Prekës;Gamyba;vnt.;1,00;8,00;AÞ;"IÁ Simrakt""";45255400-3;
2016.04.01;Ðiauliø sanatorinë m-la;Prekës;Transporto priemoniø ir su jomis susijusiø árenginiø remonto, prieþiûros ir kitos paslaugos;vnt.;6,00;92,27;AÞ;"UAB ,,Auto RC""";50100000-6;
2016.04.01;Ðiauliø sanatorinë m-la;Prekës;Techninës kontrolës paslaugos;vnt.;1,00;14,48;AÞ;"UAB ,,Techniniø apþiûrø centras""";71356100-9;
2016.04.01;Ðiauliø sanatorinë m-la;Prekës;Informavimui ir reklamai skirti produktai;vnt.;2,00;58,69;AÞ;"UAB ,,Ðiauliø spaustuvë""";39294100-0;
2016.04.04;Ðiauliø sanatorinë m-la;Prekës;Techninës kontrolës paslaugos;vnt.;1,00;5,21;AÞ;"UAB ,,Techniniø apþiûrø centras""";71356100-9;
2016.04.04;Ðiauliø sanatorinë m-la;Prekës;Transporto priemoniø ir su jomis susijusiø árenginiø remonto, prieþiûros ir kitos paslaugos;vnt.;1,00;50,00;AÞ;Albinas Ðimkus v.l.NR.QF208984-3;50100000-6;
2016.04.04;Ðiauliø sanatorinë m-la;Prekës;Akvariumai;vnt.;2,00;7,53;AÞ;Dianos Bitinaitës IÁ;39298800-5;
2016.04.04;Ðiauliø sanatorinë m-la;Prekës ;Spausdintuvø kasetës;vnt.;25,00;50,59;SAK;"UAB ,,Darbo garantas""";30237310-5;
2016.04.07;Ðiauliø sanatorinë m-la;Prekës;Biuro reikmenys;vnt.;736,00;87,13;SAK;"UAB ,,Euro biuras""";30192000-1;
2016.04.08;Ðiauliø sanatorinë m-la;Prekës;Varþtai ir sraigtai, græþtuvo gràþtai;vnt.;80,00;44,39;AÞ;"UAB ,,Ðiauliø Lyra""";44531510-9, 44512910-4;
2016.04.13;Ðiauliø sanatorinë m-la;Prekës;Valikliai;vnt.;145,00;81,74;SAK;"UAB ,,Koslita""";39830000-9;
2016.04.13;Ðiauliø sanatorinë m-la;Prekës;Kaitrinës elektros lempos;vnt.;83,00;97,99;SAK;"UAB ,Office system""";31510000-4;
2016.04.14;Ðiauliø sanatorinë m-la;Prekës;Ávairûs chemijos produktai;vnt.;7,00;13,47;AÞ;"UAB ,,Uoksas""";24960000-1;
2016.04.15;Ðiauliø sanatorinë m-la;Prekës;Ávairûs chemijos produktai;vnt.;5,00;7,74;AÞ;"UAB ,,Uoksas""";24960000-1;
2016.04.15;Ðiauliø sanatorinë m-la;Prekës;Profilaktinës prieþiûros paslaugos;vnt.;7,00;36,05;AÞ;Nacionalinë visuom.sveikatos laborat.;50324200-4;
2016.04.16;Ðiauliø sanatorinë m-la;Prekës;Èiaupai, ventiliai, voþtuvai ir panaðûs átaisai;vnt.;26,00;29,66;AÞ;"UAB ,,Ðiauliø Lyra""";42130000-9;
2016.04.19;Ðiauliø sanatorinë m-la;Prekës;Gamyba;vnt.;14,00;39,00;AÞ;IÁ Gintaras Viesulas;45255400-3;
2016.04.19;Ðiauliø sanatorinë m-la;Prekës;Popieriniai arba kartoniniai þurnalai, apskaitos knygos, segtuvai, blankai ir kiti spausdinti raðtinës reikmenys;vnt.;20,00;20,40;AÞ;"UAB ,,Blankø leidykla""";22800000-8;
2016.04.19;Ðiauliø sanatorinë m-la;Prekës;Árenginiø remontas ir prieþiûra;vnt.;2,00;3,00;AÞ;"UAB ,,Vivamotor""";45259000-7;
2016.04.22;Ðiauliø sanatorinë m-la;Prekës;Tualetinis popierius, nosinës, popieriniai rankðluosèiai ir servetëlës;pak.;37,00;64,78;SAK;"UAB ,,Officeday""";33760000-5;
2016.04.26;Ðiauliø sanatorinë m-la;Prekës;Ávairûs virvelës, virvës, ðpagatas, tinklai;vnt.;1,00;15,90;AÞ;"UAB ,,Ðiauliø Lyra""";39540000-9;
2016.04.26;Ðiauliø sanatorinë m-la;Prekës;Árenginiø remontas ir prieþiûra;vnt.;1,00;12,10;AÞ;"AB ,,Vilniaus metrologijos centras""";45259000-7;
2016.04.26;Ðiauliø sanatorinë m-la;Prekës;Árenginiø remontas ir prieþiûra;vnt.;1,00;11,18;AÞ;"AB ,,Vilniaus metrologijos centras""";45259000-7;
2016.04.29;Ðiauliø sanatorinë m-la;Prekës;Neágaliøjø rûpybos paslaugos;vnt.;49,00;23,52;AÞ;Ðiauliø specialiojo ugdymo centras;85311200-4;
2016.05.05;Ðiauliø sanatorinë m-la;Prekës;Ávairios statybinës medþiagos;vnt.;6,00;12,46;AÞ;"UAB ,,Makveþa""";44190000-8;
2016.05.09;Ðiauliø sanatorinë m-la;Prekës;Pramoninës dujos;;;94,33;AÞ;"UAB ,,AGA""";24110000-8;
2016.05.11;Ðiauliø sanatorinë m-la;Prekës;Ávairios statybinës medþiagos;vnt.;49,00;31,10;AÞ;"UAB ,,Ðiauliø Lyra""";44190000-8;
2016.05.11;Ðiauliø sanatorinë m-la;Prekës;Ðakutës;vnt.;100,00;36,80;AÞ;"UAB ,,Þirginëlis""";39223200-3;
2016.05.13;Ðiauliø sanatorinë m-la;Prekës;Árankiai, spynos, raktai, vyriai, tvirtinimo detalës, grandinës ir spyruoklës;vnt.;5,00;8,78;AÞ;"UAB ,,Ðiauliø Lyra""";44500000-5;
2016.05.18;Ðiauliø sanatorinë m-la;Prekës;Medienos droþliø plokðtës;vnt.;1,00;18,08;AÞ;"Aido Liugo ám. ,,Megatenus""";44191300-8;
2016.05.23;Ðiauliø sanatorinë m-la;Prekës;Elektros lemputës ir liuminescencinës lempos;vnt.;1,00;2,94;AÞ;"UAB ,,Ðiauliø Lyra""";31532920-9;
2016.05.23;Ðiauliø sanatorinë m-la;Prekës; Árenginiø remontas ir prieþiûra;vnt.;1,00;20,00;AÞ;"UAB ,,Vivamotor""";45259000-7;
2016.05.23;Ðiauliø sanatorinë m-la;Prekës;Techninës kontrolës paslaugos;vnt.;2,00;23,46;AÞ;"UAB ,,Techniniø apþiûrø centras""";71356100-9;
