Data;Institucija;Pirkinys yra:;Pirkinio pavadinimas;Matavimo vienetai;Kiekis;Sutarties vertë (Eur) su PVM (þodþiu sudarytos sutarties atveju-  sàskaitoje faktûroje ar kt  mokëjimo dokumente nurodyta vertë (Eur) su PVM);Pirkimo bûdas;Laimëjusio dalyvio pavadinimas;BVPÞ kodas.;Sutarties ásipareigojimø dalis, kuriai laimëtojas ketina pasitelkti treèiuosius asmenis kaip subrangovus, subtiekëjus ar subteikëjus
2016.07.26;BÁ Ðiauliø miesto savivaldybës sutrikusio vystymosi kûdikiø namai;Prekës;Kilimëliai;Vnt. (vienetai);15;53,87;Apklausa þodþiu;"UABB,,Jupojos statybinës medþiagos""";19510000-4;nëra
2016.07.26;Lopðelis-darþelis „Coliukë“;Prekës;Apdailos priemonës;Vnt. (vienetai);4;3,76;Apklausa þodþiu;UAB Jupojos SM;31532900-3;NENUMATYTA
2016.07.26;Lopðelis-darþelis „Coliukë“;Paslaugos;Statybos - remonto darbai;Vnt. (vienetai);1;1000;Neskelbiama apklausa raðtu;Nerijus Sketrys, verslo liudijimo Nr. PD350100-1;45200000;Nenumatyta
2016.07.26;Lopðelis-darþelis „Þiburëlis“;Paslaugos;Mobilus ryðys;Mën (mënesiai);12;14,52;Atviras konkursas;UAB,TELE2;64210000-1;NE
2016.07.26;Ðiauliø miesto savivaldybës administracijos Statybos skyrius;Paslaugos;Civilinës atsakomybës draudimo paslaugos;Mën (mënesiai);5;150;Neskelbiama apklausa raðtu;"""Baltikums Vienna Insurance Group"" AAS Lietuvos filialas";66516000-0;0
2016.07.26;Ðiauliø sanatorinë mokykla;Prekës;Tvirtinimo detalës;Vnt. (vienetai);649;22,07;Apklausa þodþiu;"UAB ,,Vidrena""";44530000-4;nëra
2016.07.27;BÁ Ðiauliø miesto savivaldybës globos namai;Prekës;Temperatûros reguliatoriai;Vnt. (vienetai);2;32;Apklausa þodþiu;"UAB ,,Celsis""";42131130-6;-
2016.07.27;BÁ Ðiauliø miesto savivaldybës globos namai;Prekës;Nuotraukø rëmai;Vnt. (vienetai);18;40,29;Apklausa þodþiu;"UAB ,,Savex""";39298000-7;-
2016.07.27;Lopðelis-darþelis „Eglutë“;Paslaugos;Steigimo dokumentø áregistravimas;Vnt. (vienetai);1;26,65;Apklausa þodþiu;VÁ Registrø centras;98300000-6;-
2016.07.27;Lopðelis-darþelis „Eglutë“;Prekës;Þaidimø aikðtelës árenginiai;Vnt. (vienetai);1;892,98;Apklausa þodþiu;"UAB ""Traida""";37535200-9;-
2016.07.27;Logopedinis lopðelis - darþelis;Prekës;Kabyklos ir laikikliai, tualetinis popierius lapeliais;Vnt. (vienetai);43;77,3;Apklausa þodþiu;"UAB ,,Euro biuras""";39151100-6              33760000-5 ;-
2016.07.28;BÁ Ðiauliø miesto savivaldybës globos namai;Paslaugos;Su transportu susijæs draudimas;Mën (mënesiai);12;278;Apklausa þodþiu;"AB ,,Lietuvos draudimas""";66514100-7;-
2016.07.28;BÁ Ðiauliø miesto savivaldybës globos namai;Paslaugos;Su transportu susijæs draudimas;Mën (mënesiai);12;79,23;Apklausa þodþiu;"AB ,,Lietuvos draudimas""";66514100-7;-
2016.07.28;BÁ Ðiauliø miesto savivaldybës globos namai;Prekës;Medicinos reikmenys;Vnt. (vienetai);240;224,52;Apklausa þodþiu;"UAB ,,Slaugivita""";33140000-3;-
2016.07.28;Lopðelis-darþelis „Coliukë“;Paslaugos;Kopijos;Vnt. (vienetai);1564;24,6;Neskelbiama apklausa raðtu;UAB Orgsita;92500000;nenumatyta
2016.07.28;BÁ Ðiauliø miesto savivaldybës vieðoji biblioteka;Prekës;Knygos;Vnt. (vienetai);4;54,5;CVP IS Pirkimas 284123;Mokslo ir enciklopedijø leidybos centras;22110000-4;-
2016.07.29;Ðiauliø miesto savivaldybës administracijos Informatikos skyrius;Prekës;Kompiuterinë áranga ir reikmenys;Vnt. (vienetai);2;1461,68;Elektroninis aukcionas;"UAB ""Nuklonas""";30200000-1;Ne
2016.07.29;Lopðelis - darþelis „Bangelë“;Prekës;Pieno produktai;Mën (mënesiai);4;3409,42;Apklausa þodþiu;"UAB ""Pontem""";15500000-3;Nëra
2016.07.29;Logopedinis lopðelis - darþelis;Darbai;Inþinerijos ir statybos darbai;vnt., metrai;1558;10489,4;Neskelbiama apklausa raðtu;"UAB ,,Tvorø tiekimas""";45220000-5 ;-
2016.07.29;Stasio Ðalkauskio gimnazija;Prekës;Elektra;Kwh;75000;3920,25;Atviras konkursas;"UAB ""Energijos tiekimas""";09310000-5;Nëra
2016.07.31;BÁ Ðiauliø kultûros centras;Paslaugos;Meninës ir literatûrinës kûrybos bei interpretavimo paslaugos;Vnt. (vienetai);1;78,84;Apklausa þodþiu;Asociacija LATGA;92310000-7;-
2016.08.01;Lopðelis-darþelis „Þiburëlis“;Prekës;Rankðluostinë 750x150x600 penkiø daliø;Vnt. (vienetai);31;787,71;Neskelbiama apklausa raðtu;Valstybës ámonë,,Mûsø amatai'';39161000-8;ne
2016.08.01;Lopðelis-darþelis „Þiburëlis“;Darbai;Krûmø ðalinimas kelmø iðrovimas ir iðveþimas;Vnt. (vienetai);20;808;Apklausa þodþiu;UAB,,Ðiauliø apþeldinimas'';77000000-0;Ne
2016.08.01;Ðiauliø sutrikusios klausos vaikø ugdymo centras;Paslaugos;Centrinio ðildymo remonto ir prieþiûros paslauga;Mën (mënesiai);36;650,88;Neskelbiama apklausa raðtu;"AB  ,,Ðiauliø energija""";50720000;Ne
2016.08.01;BÁ Ðiauliø miesto savivaldybës vieðoji biblioteka;Paslaugos;Elektroninis terminuotas bilietas 24,50 € papildymas rugpjûèio mën.;Vnt. (vienetai);1;24,5;Apklausa þodþiu;UAB „Busturas“;22459000-2;-
2016.08.01;Ðiauliø Normundo Valterio jaunimo mokykla;Paslaugos;Ávairios paslaugos;Vnt. (vienetai);8;16;Apklausa þodþiu;Raktø servisas;98300000;Nëra
2016.08.02;BÁ Ðiauliø miesto savivaldybës vieðoji biblioteka;Paslaugos;Paskaitos pravedimo paslauga;Vnt. (vienetai);1;60;Apklausa þodþiu;Paslaugos teikëja Dzintra Elga Staniulienë;92500000-6;-
2016.08.02;Lopðelis-darþelis „Þiburëlis“;Paslaugos;Pastato ðildymo ir karðto vandens sistemos prieþiûra;Mën (mënesiai);36;29,23;Neskelbiama apklausa raðtu;AB,,Ðiauliø energija;50720000-8;NE
2016.08.03;Saulës pradinë mokykla;Prekës;Virtuvës áranga;Vnt. (vienetai);4;2599,08;Neskelbiama apklausa raðtu;"UAB ""Baltic Master""";39711100-0;nëra
2016.08.04;Ðiauliø sutrikusios klausos vaikø ugdymo centras;Prekës;Vaikø darþelio baldai;Vnt. (vienetai);51;1900;Apklausa þodþiu;I ámonë  Vidmanto Andrijaièio;39161000;Ne
2016.08.04;BÁ Ðiauliø miesto savivaldybës vieðoji biblioteka;Prekës;Trijø daliø ðirma;Vnt. (vienetai);2;296,54;Apklausa þodþiu;"UAB ""Domus Lumina""";39515110-9;-
2016.08.08;Suaugusiøjø mokykla;Prekës;Metalo dirbiniai;Vnt. (vienetai);10;302,5;Apklausa þodþiu;UAB „Kalvis“;44316400-2;Nëra
2016.08.08;Stasio Ðalkauskio gimnazija;Prekës;Programavimo kalbos ir priemonës;komplektai;6;212,04;Apklausa þodþiu;"UAB ""IT Uostas""";48980000-1;Nëra
2016.08.08;Stasio Ðalkauskio gimnazija;Paslaugos;Centrinio ðildymo remonto ir prieþiuros paslaugos;Mën (mënesiai);24;1942,8;Neskelbiama apklausa raðtu;"AB ""Ðiauliø energija"" ";50720000-8;Nëra
2016.08.10;BÁ Ðiauliø miesto savivaldybës vieðoji biblioteka;Paslaugos;"Tonerio kasetës HP Q 5949A pildymas
Tonerio kasetës Samsung SCX - 4720 pildymas
Tonerio kasetës HP Q 2624A pildymas";Vnt. (vienetai);4;66,09;Apklausa þodþiu;"UAB ""Linservice""";30125110-5;-
2016.08.10;J.Janonio gimnazija;Darbai;Atnaujinimo darbai;Vnt. (vienetai);1;16482,62;maþos vertës pirkimas;"UAB ""Konsolë";45453100-8;-
2016.07.11;Lopðelis-darþelis „Þiogelis“;Prekës;Santechnikos prekës;Vnt. (vienetai);26;67,56;Apklausa þodþiu;"UAB ""Celsis""";44000000-0;-
2016.07.20;Lopðelis-darþelis „Þiogelis“;Paslaugos;Spaudos darbai;Vnt. (vienetai);1;54,45;Apklausa þodþiu;"UAB ""Ðiauliø kraðtas""";79800000-2;-
2016.07.21;Lopðelis-darþelis „Þiogelis“;Paslaugos;Seminaras;Vnt. (vienetai);1;30;Apklausa þodþiu;"UAB ""Klaipëdos apskaitos mokykla""";80590000-6;-
2016.07.22;Lopðelis-darþelis „Þiogelis“;Prekës;Farmacijos produktai;Vnt. (vienetai);199;119,7;Apklausa þodþiu;"UAB ""Limedika""";33600000-6;-
2016.07.29;Lopðelis-darþelis „Þiogelis“;Paslaugos;Laboratoriniai tyrimai;Vnt. (vienetai);2;18,29;Apklausa þodþiu;Nacionalinë visuomenës sveikatos prieþiûros laboratorija;71900000-7;-
2016.08.01;Lopðelis-darþelis „Þiogelis“;Prekës;Elektros prekës;Vnt. (vienetai);83;103,64;CPO;"UAB ""Reavita""";31000000-6;-
2016.08.01;Lopðelis-darþelis „Þiogelis“;Prekës;Higieninis popierius;M;37520;398,88;CPO;"UAB ""Koslita""";33700000-7;-
2016.08.01;Lopðelis-darþelis „Þiogelis“;Prekës;Sporto prekës;Vnt. (vienetai);2;264,6;Apklausa þodþiu;"UAB ""Gudragalvis""";37000000-8;-
2016.08.01;Lopðelis-darþelis „Þiogelis“;Paslaugos;Prenumerata;Vnt. (vienetai);1;55,9;Apklausa þodþiu;"UAB ""Teisës aktø þinios""";79000000-4;-
2016.08.01;Lopðelis-darþelis „Þiogelis“;Prekës;Elektros prekës;Vnt. (vienetai);74;91,92;Apklausa þodþiu;"UAB ""Kesko senukai Lithuania""";31000000-6;-
2016.08.01;Lopðelis-darþelis „Þiogelis“;Prekës;Statybinës prekës;Vnt. (vienetai);76;189,87;Apklausa þodþiu;"UAB ""Kesko senukai Lithuania""";44190000-8;-
2016.08.01;Lopðelis-darþelis „Þiogelis“;Prekës;Statybinës prekës;Vnt. (vienetai);33;527,84;Apklausa þodþiu;"UAB ""Mimeta""";44190000-8;-
2016.08.02;Lopðelis-darþelis „Þiogelis“;Prekës;Kanceliarinës prekës;Vnt. (vienetai);589;124,23;CPO;"UAB ""Officeday""";30190000-7;-
2016.08.02;Lopðelis-darþelis „Þiogelis“;Prekës;Medþiagø apskaitos knyga;Vnt. (vienetai);4;9,6;Apklausa þodþiu;"UAB ""Blankø leidykla""";22000000-0;-
2016.08.04;Lopðelis-darþelis „Þiogelis“;Prekës;Medþiagø apskaitos knyga;Vnt. (vienetai);3;10,21;Apklausa þodþiu;"UAB ""Blankø leidykla""";22000000-0;-
2016.08.08;Lopðelis-darþelis „Þiogelis“;Prekës;Kanceliarinës prekës;Vnt. (vienetai);191;58,84;CPO;"UAB ""Charlot LT""";30190000-7;-
2016.08.16;Lopðelis-darþelis „Þiogelis“;Prekës;Pramoninë virtuvës áranga;Vnt. (vienetai);3;3800;Neskelbiama apklausa raðtu;"UAB ""Baltic master""";39300000-5;-
2016.08.16;Lopðelis-darþelis „Þiogelis“;Prekës;Biuro popierius;Vnt. (vienetai);18;58,15;CPO;"UAB ""Officeday""";30190000-7;-
2016.08.18;Lopðelis-darþelis „Þiogelis“;Paslaugos;El.paraðo sertifikatas;Vnt. (vienetai);1;43,33;Apklausa þodþiu;VÁ Registrø centras;72000000-5;-
2016.08.18;Lopðelis-darþelis „Þiogelis“;Paslaugos;El.paraðo sertifikatas;Vnt. (vienetai);1;43,33;Apklausa þodþiu;VÁ Registrø centras;72000000-5;-
2016.07.05;Ðiauliø futbolo akademija;Paslaugos;"Autobusø remonto paslaugos; Ávairi transporto áranga ir atsarginës dalys";Vnt. (vienetai);1;10;Apklausa þodþiu;UAB Automagija;"50113100-1; 34900000-6";-
2016.07.07;Ðiauliø futbolo akademija;Prekës;"Valikliai; Gaivikliai ir vaðkai; Polietileno maiðeliai ðiukðlëms bei atliekoms; Dulkiø paðluostës; Darbo pirðtinës";Vnt. (vienetai);110;69,94;CPO LT;UAB firma Koslita;"30197630-1; 39810000-3; 19640000-4; 39525100-9; 18141000-9";-
2016.07.07;Ðiauliø futbolo akademija;Prekës;Tualetinis popierius, nosinës, popieriniai rankðluoðèiai ir servetëlës;Vnt. (vienetai);255;61,57;CPO LT;UAB LIBETA IR KO;33760000-5;-
2016.07.13;Ðiauliø futbolo akademija;Paslaugos;Ávairios paslaugos;Vnt. (vienetai);1;30;Apklausa þodþiu;Gintaras Viesulas;98300000-6;-
2016.07.12;Ðiauliø futbolo akademija;Paslaugos;"Signalizacijos sistemø stebëjimo paslaugos; Apsaugos paslaugos";Vnt. (vienetai);1;39,03;Apklausa þodþiu;UAB saugos tarnyba „Argus“;"79711000-1; 79710000-4";-
2016.07.19;Ðiauliø futbolo akademija;Darbai;Ávairûs dangos darbai;Metrai;41;2802,36;Apklausa þodþiu;UAB Smëlena;45233200-1;-
2016.07.29;Ðiauliø futbolo akademija;Prekës;Dujinis kuras;Vnt. (vienetai);38;15,26;Apklausa þodþiu;UAB Lukoil Baltija;09120000-6;-
2016.07.21;Lopðelis-darþelis „Trys nykðtukai“;Prekës;statybinës medþiagos;Vnt. (vienetai);9;61,39;Apklausa þodþiu;"UAB ""Sovaka""";44190000-8;-
2016.07.27;Lopðelis-darþelis „Trys nykðtukai“;Prekës;statybinës medþiagos;Vnt. (vienetai);1;14,46;Apklausa þodþiu;"UAB ""Kesko senukai Lithuania""";44190000-8;-
2016.07.27;Lopðelis-darþelis „Trys nykðtukai“;Prekës;statybinës  medþiagos;Vnt. (vienetai);11;63,9;Apklausa þodþiu;"UAB ""Kesko senukai Lithuania""";4419000-8;-
2016.07.22;Lopðelis-darþelis „Trys nykðtukai“;Paslaugos;remonto paslaugos;kvadratais;108;700;Neskelbiama apklausa raðtu;Darius Klyvis;50000000-5;-
2016.07.29;Lopðelis-darþelis „Trys nykðtukai“;Paslaugos;remonto paslaugos;kvadratais;223;4000;Neskelbiama apklausa raðtu;Edvardas Alijoðius;50000000-5;-
2016.07.29;Lopðelis-darþelis „Trys nykðtukai“;Prekës;statybinës medþiagos;Vnt. (vienetai);43;132,06;Apklausa þodþiu;"UAB ""Ðiauliø lyra""";44190000-8;-
2016.08.01;Lopðelis-darþelis „Trys nykðtukai“;Paslaugos; mënesinis aptarnavimo mokestis;Vnt. (vienetai);1;28,96;Apklausa þodþiu;"MB ""Kompiuterizuoti sprendimai""";7200000-5;-
2016.07.29;Lopðelis-darþelis „Trys nykðtukai“;Prekës;santechnikos prekës;Vnt. (vienetai);173;64,05;Apklausa þodþiu;"UAB ""Bocas ir ko""";44410000-0;-
2016.08.09;Lopðelis-darþelis „Trys nykðtukai“;Prekës;statybinës medþiagos;Vnt. (vienetai);118;293,67;Apklausa þodþiu;"UAB ""Sovaka""";44190000-8;-
2016.08.09;Lopðelis-darþelis „Trys nykðtukai“;Prekës;benzinas ;l (litrai);10;10,41;Apklausa þodþiu;Circle K Lietuva, UAB;09132000-3;-
2016.08.08;Lopðelis-darþelis „Trys nykðtukai“;Paslaugos;tonerio HP pildymas;Vnt. (vienetai);3;71,05;Apklausa þodþiu;"UAB ""ITservis""";72000000-5;-
2016.08.12;Lopðelis-darþelis „Trys nykðtukai“;Paslaugos;statybos remonto paslaugos;kvadratai;500;2000;Neskelbiama apklausa raðtu;Darius Klyvis;50000000-5;-
2016.08.12;Lopðelis-darþelis „Trys nykðtukai“;Paslaugos;statybos remonto paslaugos;kvadratai;100;500;Neskelbiama apklausa raðtu;Edvardas Alijoðius;500000000-5;-
2016.08.18;Lopðelis-darþelis „Trys nykðtukai“;Paslaugos;mokëjimo nurodymas;Vnt. (vienetai);1;43,33;Apklausa þodþiu;Valstybinë ámonë Registrø centras;72300000-8;-
2016.08.16;Lopðelis-darþelis „Trys nykðtukai“;Paslaugos;ðilumos sistemos hidraulinis bandymas;Vnt. (vienetai);1;60,5;Apklausa þodþiu;"IÁ ""Trys ketvirèiai """;50720000-8;-
2016.08.23;Lopðelis-darþelis „Trys nykðtukai“;Paslaugos;tvoros tvërimo paslaugos;metrais;412;11297,4;Neskelbiama apklausa raðtu;"UAB ""Tvorø tiekimas""";45200000-0;-
2016.08.02;Lopðelis-darþelis „Voveraitë“;Paslaugos;Centrinio ðildymo remonto ir prieþiûros paslaugos;Mën (mënesiai);1;38,54;Apklausa þodþiu;"AB ""Ðiauliø energija""";50720000-8;__
2016.08.26;Suaugusiøjø mokykla;Prekës;Benzinas;l (litrai);10;10,08;Apklausa þodþiu;UAB „Lukoil Baltija“;09132000-3;Nëra
2016.07.18;Lopðelis-darþelis „Àþuoliukas“;Prekës;ávairûs baldai bei áranga;Vnt. (vienetai);1;114,5;Apklausa þodþiu;lauresta ;39150000-8;0
2016.07.05;Lopðelis-darþelis „Àþuoliukas“;Prekës;tekstilës gaminiai;Vnt. (vienetai);1;146,75;Apklausa þodþiu;uab eurospaudas;19200000-8;0
2016.07.01;Lopðelis-darþelis „Àþuoliukas“;Prekës;statybinës medþiagos ir ûkinës prekës;Vnt. (vienetai);6;22,67;Apklausa þodþiu;uab ðiauliø lyra;44100000-1;0
2016.07.28;Lopðelis-darþelis „Àþuoliukas“;Prekës;statybinës medþiagos ir ûkinës prekës;Vnt. (vienetai);21;251,46;Apklausa þodþiu;uab ðiauliø lyra;44100000-1;0
2016.07.29;Lopðelis-darþelis „Àþuoliukas“;Paslaugos;atliekø rinkimo ir kitos paslaugos;Vnt. (vienetai);1;22,39;Apklausa þodþiu;uab amazis;90511000-2;0
2016.07.22;Lopðelis-darþelis „Àþuoliukas“;Paslaugos;biuro árangos prieþiûra ir remontas;Vnt. (vienetai);1;11;Apklausa þodþiu;uab redo;50310000-1;0
2016.07.12;Lopðelis-darþelis „Àþuoliukas“;Paslaugos;ávairios remonto ir prieþiûros paslaugos;Vnt. (vienetai);1;6,63;Apklausa þodþiu;ðiauliø ðvietimo centras;50000000-5;0
2016.07.26;Lopðelis-darþelis „Àþuoliukas“;Paslaugos;ávairios remonto ir prieþiûros paslaugos;Vnt. (vienetai);1;89,42;Apklausa þodþiu;uab ðaldytuvø remontas;50000000-5;0
2016.08.01;Lopðelis-darþelis „Rugiagëlë“;Prekës;Èiuþiniai;Vnt. (vienetai);41;779;Apklausa þodþiu;"IÁ ,,Gevaina""";39143112;Subtiekëjø pasitelkta nebus
2016.08.01;Lopðelis-darþelis „Rugiagëlë“;Prekës;Jungiklis;Vnt. (vienetai);1;18,51;Apklausa þodþiu;"UAB ,,Ðaldytuvø remontas""";31000000-6;Pasitelkta nebus
2016.08.05;Lopðelis-darþelis „Rugiagëlë“;Prekës;Þaliuzës;Vnt. (vienetai);10;215;Apklausa þodþiu;"UAB ,,Dextera""";39515400-9;Pasiteklta nebus
2016.08.09;Lopðelis-darþelis „Rugiagëlë“;Prekës;Mediena;kubin.m.;1;187,67;Apklausa þodþiu;"UAB ,,Lignuma""";03410000-7;Nebus
2016.08.11;Lopðelis-darþelis „Rugiagëlë“;Prekës;Apskaitos knygos;Vnt. (vienetai);4;9,6;Apklausa þodþiu;"UAB ,,Blankø leidykla""";22800000-8;Nebus
2016.08.12;Lopðelis-darþelis „Rugiagëlë“;Prekës;Tentas;Vnt. (vienetai);1;87,12;Apklausa þodþiu;"Ám. ,,Kaukas""";44115710-9;Nebus
2016.08.11;Lopðelis-darþelis „Rugiagëlë“;Prekës;Þemës ûkio produktai;Vnt. (vienetai);9;13,75;Apklausa þodþiu;"UAB ,,Ðiauliø lyra""";03000000-1;nebus
2016.08.11;Lopðelis-darþelis „Rugiagëlë“;Prekës;Namø apyvokos reikmenys;Vnt. (vienetai);7;48,23;Apklausa þodþiu;"UAB ,,Ðiauliø lyra""";39220000-0;nebus
2016.08.16;Lopðelis-darþelis „Rugiagëlë“;Prekës;Spausdintuvø kasetës;Vnt. (vienetai);2;31,6;Apklausa þodþiu;"UAB ,,Ðiauliø Infotekas""";30237310-5;nebus
2016.08.17;Lopðelis-darþelis „Rugiagëlë“;Prekës;Santechnikos prekës;Vnt. (vienetai);28;190,43;Apklausa þodþiu;"UAB ,,Sanistal""";44000000-0;nebus
2016.08.18;Lopðelis-darþelis „Rugiagëlë“;Prekës;Santechnikos prekës;Vnt. (vienetai);7;97,14;Apklausa þodþiu;"UAB ,,Systems&Solutions""";44000000-0;nebus
2016.08.18;Lopðelis-darþelis „Rugiagëlë“;Prekës;Namø apyvokos reikmenys;Vnt. (vienetai);3;18,17;Apklausa þodþiu;"UAB ,,Kesko senukai Lithuania""";39220000-0;nebus
2016.08.18;Lopðelis-darþelis „Rugiagëlë“;Prekës;Árankiai, spynos;Vnt. (vienetai);52;23,13;Apklausa þodþiu;"Ámonë ,,Kaukas""";44500000-5;nebus
2016.08.22;Lopðelis-darþelis „Rugiagëlë“;Prekës;Biuro popierius;Vnt. (vienetai);50;141,57;    CPO;"UAB ,,Euro biuras""";30190000-7;nebus
2016.08.01;Lopðelis-darþelis „Rugiagëlë“;Prekës;Buitiniai elektros prietaisai;Vnt. (vienetai);1;1778,7;Neskelbiama apklausa raðtu;"UAB ,,Ðaldytuvø remontas""";39700000-0;nebus
2016.08.11;Lopðelis-darþelis „Rugiagëlë“;Prekës;Statybinës prekës;Vnt. (vienetai);219;87,22;Apklausa þodþiu;"UAB ,,Ðiauliø lyra""";44420000-0;nebus
2016.08.22;Lopðelis-darþelis „Rugiagëlë“;Paslaugos;Transporto paslaugos;Vnt. (vienetai);1;14,52;Apklausa þodþiu;"UAB ,,Kroviniø taksi""";63000000-9;nebus
2016.08.02;Ðiauliø miesto savivaldybës administracijos Turto valdymo skyrius;Paslaugos;Pastato Auðros al.84, Ðiauliuose apsaugos, prieðgaisrinës ir teritorijos perimetro apsauga;Mën (mënesiai);12;190,22;Neskelbiama apklausa raðtu;"UAB ""G4S Lietuva""";79710000-4;nëra
2016.07.20;Ðiauliø miesto savivaldybës administracijos Turto valdymo skyrius;Paslaugos;Ðiauliø miesto savivaldybei nuosavybës teise priklausanèio turto vertinimas;Vnt. (vienetai);7;992,2;Neskelbiama apklausa raðtu;"IÁ ""Eksperts""";79419000-4;nëra
2016.07.27;Lopðelis-darþelis „Gluosnis“;Paslaugos;Pastato ðildymo ir karðto vandens sistemos prieþiûra;Mën (mënesiai);36;1023,12;Apklausa þodþiu;"AB ""Ðiauliø energija"""; 50720000-8;Nëra
2016.08.22;Ðiauliø Normundo Valterio jaunimo mokykla;Paslaugos;Ávairios paslaugos;Vnt. (vienetai);400;32;Skelbiama apklausa raðtu;UAB ,,Gorila Reklama'';98300000;Nëra
2016.08.22;Ðiauliø Normundo Valterio jaunimo mokykla;Paslaugos;Ávairios paslaugos;Vnt. (vienetai);150;303;Skelbiama apklausa raðtu;IÁ ,,Saulës dukros'';98300000;Nëra
2016.08.12;Lopðelis-darþelis „Gluosnis“;Prekës;Kanceliarinës pekës;Vnt. (vienetai);178;67,48;CPO;Eurobiuras, UAB;30192000-1;nëra
2016.07.01;Moksleiviø namai;Paslaugos;Kroviniø veþimo agentûrø paslaugos;Vnt. (vienetai);4;2081,2;Apklausa þodþiu;"UAB ""Transgema""";63521000-7;Nëra
2016.06.29;Moksleiviø namai;Paslaugos;Keleiviniø transporto priemoniø nuoma su vairuotoju;Vnt. (vienetai);1;3151,51;Supaprastintos skelbiamos derybos;"UAB ""Busturas""";60170000-0;Nëra
2016.07.11;Moksleiviø namai;Paslaugos;Negyvenamojo nekilnojamojo turto nuomos ar lizingo paslaugos;Nepaþymëta;1;150;Apklausa þodþiu;"Ðiauliø ""Auðros"" muziejus";70220000-9;Nëra
2016.07.04;Moksleiviø namai;Paslaugos;Keleiviniø transporto priemoniø nuoma su vairuotoju;Vnt. (vienetai);1;3484,8;Apklausa þodþiu;"UAB ""Meteorit turas""";60170000-0;Nëra
2016.08.19;Lopðelis-darþelis „Gluosnis“;Prekës;Kanceliarinës prekës;Vnt. (vienetai);198;96,59;CPO;Eurobiuras, UAB;30192000-1;nëra
2016.08.16;Lopðelis - darþelis „Pupø pëdas“;Prekës;Pertvaros;Kvadratiniai metrai;7;420;Neskelbiama apklausa raðtu;"UAB ""FB Split""";44112300-1;-
2016.08.22;Lopðelis - darþelis „Pupø pëdas“;Prekës;Popierius spausdintuvams;Pak. (pakuotë);30;78,05;CPO;UAB „Eurobiuras“;30197630-1;-
2016.08.22;Lopðelis - darþelis „Pupø pëdas“;Prekës;Tualetinis popierius; M. (metrai);8007;84,9;CPO;UAB „Arvedas“;33761000-2 ;-
2016.08.25;Lopðelis - darþelis „Pupø pëdas“;Prekës;Dezinfekcijos priemonës;l (litrai);28;123,5;Neskelbiama apklausa raðtu;AB „Higëja“;24455000-8;-
2016.04.07;Plaukimo mokykla „Delfinas“;Prekës;Smulki biuro áranga;Vnt. (vienetai);8;9,36;Apklausa þodþiu;UAB CharlotLT;30197000-6;Nepasitelkiama
2016.04.07;Plaukimo mokykla „Delfinas“;Prekës;Smulki biuro áranga;Vnt. (vienetai);60;37,86;Apklausa þodþiu;Charlot LT, UAB;30197000-6;Nepasitelkiama
2016.05.07;Plaukimo mokykla „Delfinas“;Prekës;Baterijos;Vnt. (vienetai);1;31;Apklausa þodþiu;R.Juðkaus individuali ámonë;31440000-2;Nepasitelkiama
2016.07.07;Plaukimo mokykla „Delfinas“;Prekës;Statybinës medþiagos ir panaðûs gaminiai.;Vnt. (vienetai);12;58,95;Apklausa þodþiu;"UAB ""Betono mozaika""";44100000-1;Nepasitelkiama
2016.08.07;Plaukimo mokykla „Delfinas“;Prekës;Daþai, lakas ir mastika;Vnt. (vienetai);2;80;Apklausa þodþiu;"UAB ""Uoksas""";44800000-8;Nepasitelkiama
2016.12.07;Plaukimo mokykla „Delfinas“;Paslaugos;Vertimo raðtu paslaugos;Vnt. (vienetai);1;30;Apklausa þodþiu;Vilijos Bernotaitës ámonë;79530000-8;Nepasitelkiama
2016.12.07;Plaukimo mokykla „Delfinas“;Paslaugos;Sporto prekës ir reikmenys;Vnt. (vienetai);1470;1499,07;Apklausa þodþiu;UAB NIKSË;37400000-2;Nepasitelkiama
